row,Loan.Id,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IntRatePrim,DebtToIncPrim,LoanPurposeRank,EmpYrs,InquiresRank,AvgIntFICO,HomeOwner,LoanLength,FICOBeg,FICOEnd,MoInc,EmpYrsMod
607,103426,5500,5500,16.07%,36 months,other,19.35%,FL,MORTGAGE,3937.08,685-689,6,689,8,10+ years,16,19,3,11,Z,14,1,36,685,689,3937.08,11
608,4545,6000,6000,12.53%,36 months,credit_card,23.07%,PA,RENT,2916.67,685-689,11,3334,0,2 years,12,23,2,2,A,14,0,36,685,689,2916.67,2
609,82722,18000,18000,19.05%,60 months,debt_consolidation,6.28%,MD,MORTGAGE,7500,690-694,8,20675,1,10+ years,19,6,1,11,B,14,1,60,690,694,7500,11
610,40489,28000,27975,7.90%,36 months,small_business,5.81%,WA,MORTGAGE,7000,800-804,8,771,2,9 years,7,5,0,9,C,7,1,36,800,804,7000,9
611,49956,32000,32000,16.29%,60 months,debt_consolidation,15.14%,AZ,RENT,7055,725-729,8,16174,1,6 years,16,15,1,6,B,10,0,60,725,729,7055,6
612,69741,6000,6000,13.11%,36 months,credit_card,4.53%,NY,RENT,2625,690-694,5,4299,1,10+ years,13,4,2,11,B,14,0,36,690,694,2625,11
613,65248,7200,7200,8.90%,60 months,debt_consolidation,25.16%,LA,MORTGAGE,3750,750-754,13,7283,0,6 years,8,25,1,6,A,8,1,60,750,754,3750,6
614,75785,11500,11500,11.14%,36 months,debt_consolidation,10.47%,AL,RENT,2916.67,700-704,6,9562,0,< 1 year,11,10,1,0,A,13,0,36,700,704,2916.67,0
615,27764,4800,4800,5.42%,36 months,major_purchase,10.23%,FL,MORTGAGE,6333.33,790-794,13,10704,0,10+ years,5,10,5,11,A,7,1,36,790,794,6333.33,11
616,43707,4000,4000,10.65%,36 months,debt_consolidation,23.40%,NC,MORTGAGE,2333.33,685-689,21,3522,0,7 years,10,23,1,7,A,14,1,36,685,689,2333.33,7
617,35025,15000,15000,10.65%,36 months,other,14.36%,CA,RENT,9083.33,720-724,11,26902,0,3 years,10,14,3,3,A,11,0,36,720,724,9083.33,3
618,28518,15000,15000,17.99%,36 months,debt_consolidation,21.04%,TX,MORTGAGE,5319.17,675-679,13,5613,3,2 years,17,21,1,2,Z,15,1,36,675,679,5319.17,2
619,42228,25000,25000,12.42%,36 months,debt_consolidation,1.05%,CA,MORTGAGE,16666.67,705-709,7,2839,0,10+ years,12,1,1,11,A,12,1,36,705,709,16666.67,11
620,81620,4800,4800,18.75%,60 months,other,27.69%,TX,RENT,1560,680-684,9,6563,0,< 1 year,18,27,3,0,A,15,0,60,680,684,1560,0
621,37389,9500,9500,6.62%,36 months,debt_consolidation,19.28%,GA,MORTGAGE,3583.33,735-739,8,5240,0,10+ years,6,19,1,11,A,9,1,36,735,739,3583.33,11
622,3204,15000,6200,12.53%,36 months,home_improvement,13.78%,MO,MORTGAGE,8750,705-709,8,21702,3,1 year,12,13,4,1,Z,12,1,36,705,709,8750,1
623,10554,6000,6000,13.98%,36 months,debt_consolidation,7.73%,CO,RENT,6250,675-679,6,3507,0,4 years,13,7,1,4,A,15,0,36,675,679,6250,4
624,94092,12300,12300,6.03%,36 months,debt_consolidation,7.15%,VA,RENT,6666.67,740-744,10,10976,0,10+ years,6,7,1,11,A,9,0,36,740,744,6666.67,11
625,43387,24000,23950,7.51%,36 months,other,17.95%,PA,OWN,4250,755-759,6,19509,0,2 years,7,17,3,2,A,8,1,36,755,759,4250,2
626,103784,2000,1975,11.12%,36 months,other,20.50%,NY,MORTGAGE,6833.33,705-709,19,20653,5,5 years,11,20,3,5,Z,12,1,36,705,709,6833.33,5
627,54576,14000,14000,9.76%,36 months,debt_consolidation,22.55%,NJ,MORTGAGE,8750,710-714,8,25026,0,10+ years,9,22,1,11,A,12,1,36,710,714,8750,11
628,47468,10000,10000,12.12%,36 months,debt_consolidation,5.95%,NJ,OWN,5000,700-704,5,10752,0,4 years,12,5,1,4,A,13,1,36,700,704,5000,4
629,2578,13000,8113.74,9.63%,36 months,small_business,16.14%,TX,MORTGAGE,3500,785-789,6,0,1,1 year,9,16,0,1,B,8,1,36,785,789,3500,1
630,73765,5000,5000,16.29%,60 months,other,11.80%,VA,RENT,5416.67,690-694,7,8745,1,4 years,16,11,3,4,B,14,0,60,690,694,5416.67,4
631,36519,6000,5994,12.42%,36 months,credit_card,11.68%,VA,RENT,2500,670-674,6,9482,0,2 years,12,11,2,2,A,16,0,36,670,674,2500,2
632,90239,10050,10050,14.33%,36 months,debt_consolidation,6.07%,CA,RENT,2916.67,710-714,9,7413,1,6 years,14,6,1,6,B,12,0,36,710,714,2916.67,6
633,45980,4800,4800,7.90%,36 months,debt_consolidation,19.07%,OH,RENT,1500,720-724,12,6813,3,< 1 year,7,19,1,0,Z,11,0,36,720,724,1500,0
634,55803,14400,14400,10.74%,36 months,debt_consolidation,5.90%,CA,MORTGAGE,6833.33,700-704,15,10017,0,10+ years,10,5,1,11,A,13,1,36,700,704,6833.33,11
635,98051,11625,11625,15.31%,36 months,debt_consolidation,16.73%,CA,RENT,2833.33,695-699,8,17469,0,10+ years,15,16,1,11,A,14,0,36,695,699,2833.33,11
636,62884,18200,18200,10.16%,36 months,credit_card,7.95%,NY,RENT,4750,720-724,13,16184,2,3 years,10,7,2,3,C,11,0,36,720,724,4750,3
637,16406,20000,19875,13.35%,36 months,debt_consolidation,15.68%,TX,MORTGAGE,9160,710-714,9,32392,1,10+ years,13,15,1,11,B,12,1,36,710,714,9160,11
638,37065,9600,9575,17.27%,60 months,credit_card,12.90%,NY,RENT,3333.33,695-699,7,13648,1,10+ years,17,12,2,11,B,14,0,60,695,699,3333.33,11
639,4644,9000,9000,11.83%,36 months,car,0.48%,MD,RENT,4833,715-719,6,0,1,4 years,11,0,0,4,B,11,0,36,715,719,4833,4
640,57169,35000,35000,18.25%,60 months,debt_consolidation,27.69%,MD,RENT,8083.33,725-729,15,29300,0,10+ years,18,27,1,11,A,10,0,60,725,729,8083.33,11
641,33050,1900,1900,7.51%,36 months,debt_consolidation,19.27%,PA,MORTGAGE,6000,735-739,12,18397,2,10+ years,7,19,1,11,C,9,1,36,735,739,6000,11
642,46324,20000,19896.51,13.67%,36 months,debt_consolidation,15.34%,FL,RENT,5166.67,710-714,8,12394,1,6 years,13,15,1,6,B,12,0,36,710,714,5166.67,6
643,20367,2400,2400,10.37%,36 months,wedding,9.54%,MN,MORTGAGE,3166.67,675-679,6,2174,0,1 year,10,9,0,1,A,15,1,36,675,679,3166.67,1
644,36837,4500,4500,11.71%,36 months,debt_consolidation,15.87%,CA,MORTGAGE,3333.33,675-679,15,11963,0,6 years,11,15,1,6,A,15,1,36,675,679,3333.33,6
645,68829,12000,12000,12.12%,36 months,debt_consolidation,19.41%,TX,MORTGAGE,8750,710-714,10,32028,1,4 years,12,19,1,4,B,12,1,36,710,714,8750,4
646,694,10000,8175.26,8.63%,36 months,debt_consolidation,5.91%,GA,MORTGAGE,7500,730-734,16,18343,0,7 years,8,5,1,7,A,9,1,36,730,734,7500,7
647,61873,11575,11575,7.90%,36 months,debt_consolidation,17.47%,TX,MORTGAGE,2833.33,730-734,8,5654,0,10+ years,7,17,1,11,A,9,1,36,730,734,2833.33,11
648,94081,20000,20000,6.62%,36 months,credit_card,21.61%,DC,MORTGAGE,8161.33,720-724,14,27904,1,8 years,6,21,2,8,B,11,1,36,720,724,8161.33,8
649,101622,6000,3475,14.70%,36 months,debt_consolidation,10.23%,MD,RENT,6500,640-644,6,4103,0,1 year,14,10,1,1,A,15,0,36,640,644,6500,1
650,21900,2800,2800,10.00%,36 months,debt_consolidation,20.32%,CA,RENT,3250,700-704,4,8717,0,5 years,10,20,1,5,A,13,0,36,700,704,3250,5
651,70285,6000,6000,14.09%,36 months,credit_card,9.93%,CA,RENT,4250,680-684,6,5815,1,3 years,14,9,2,3,B,15,0,36,680,684,4250,3
652,16069,20000,14750,6.91%,36 months,debt_consolidation,15.16%,CO,RENT,9208,735-739,10,20965,0,3 years,6,15,1,3,A,9,0,36,735,739,9208,3
653,57923,22000,22000,13.99%,60 months,debt_consolidation,18.28%,MI,MORTGAGE,6083.33,720-724,9,20181,0,8 years,13,18,1,8,A,11,1,60,720,724,6083.33,8
654,99914,10000,10000,13.11%,36 months,debt_consolidation,20.34%,MI,RENT,5416.67,675-679,9,8066,0,10+ years,13,20,1,11,A,15,0,36,675,679,5416.67,11
655,100662,9450,9450,12.12%,36 months,credit_card,11.74%,IL,MORTGAGE,4666.67,690-694,13,17639,2,10+ years,12,11,2,11,C,14,1,36,690,694,4666.67,11
656,20530,10400,10325,7.66%,36 months,debt_consolidation,13.02%,CA,MORTGAGE,6354,725-729,10,19656,3,10+ years,7,13,1,11,Z,10,1,36,725,729,6354,11
657,20329,15875,15818.07,15.28%,60 months,debt_consolidation,22.10%,CA,RENT,3000,720-724,5,14289,2,2 years,15,22,1,2,C,11,0,60,720,724,3000,2
658,53424,18000,18000,12.12%,60 months,other,14.89%,VA,MORTGAGE,8333.33,730-734,7,4038,0,5 years,12,14,3,5,A,9,1,60,730,734,8333.33,5
659,47764,8000,8000,8.90%,36 months,other,2.93%,NY,RENT,5000,710-714,8,5540,0,2 years,8,2,3,2,A,12,0,36,710,714,5000,2
660,94950,12000,12000,14.33%,36 months,moving,20.06%,NY,RENT,4166.67,760-764,8,14163,0,2 years,14,20,0,2,A,8,0,36,760,764,4166.67,2
661,15213,20000,12150,6.54%,60 months,debt_consolidation,12.36%,NY,OWN,5000,795-799,9,7960,2,10+ years,6,12,1,11,C,8,1,60,795,799,5000,11
662,38976,10000,10000,16.77%,36 months,debt_consolidation,18.55%,CA,RENT,2916.67,660-664,9,7565,3,4 years,16,18,1,4,Z,18,0,36,660,664,2916.67,4
663,40113,24500,23475,19.03%,60 months,debt_consolidation,23.02%,MD,RENT,4497,680-684,13,18906,0,10+ years,19,23,1,11,A,15,0,60,680,684,4497,11
664,71538,10000,10000,12.12%,36 months,debt_consolidation,19.58%,CA,RENT,6250,695-699,17,16348,0,5 years,12,19,1,5,A,14,0,36,695,699,6250,5
665,48972,3600,3600,7.90%,36 months,credit_card,26.21%,OH,MORTGAGE,4166.67,735-739,19,25,2,3 years,7,26,2,3,C,9,1,36,735,739,4166.67,3
666,31876,12000,12000,17.49%,60 months,debt_consolidation,6.94%,OR,MORTGAGE,5445,670-674,8,4904,0,9 years,17,6,1,9,A,16,1,60,670,674,5445,9
667,48894,6950,6950,10.74%,36 months,credit_card,20.71%,IL,OWN,4583.33,685-689,7,18814,0,10+ years,10,20,2,11,A,14,1,36,685,689,4583.33,11
668,74320,8525,8525,10.16%,36 months,debt_consolidation,26.14%,MT,MORTGAGE,4583.33,705-709,8,31398,0,10+ years,10,26,1,11,A,12,1,36,705,709,4583.33,11
669,65600,5000,5000,14.33%,36 months,credit_card,28.51%,CO,RENT,2750,690-694,14,5957,2,3 years,14,28,2,3,C,14,0,36,690,694,2750,3
670,38529,4800,4800,18.25%,60 months,debt_consolidation,13.81%,OR,RENT,3750,695-699,13,16302,0,10+ years,18,13,1,11,A,14,0,60,695,699,3750,11
671,18088,6000,6000,13.35%,36 months,debt_consolidation,21.36%,NV,MORTGAGE,5000,665-669,11,4363,3,10+ years,13,21,1,11,Z,17,1,36,665,669,5000,11
672,47960,4000,4000,19.22%,60 months,small_business,9.03%,VA,RENT,3700,680-684,19,2177,2,2 years,19,9,0,2,C,15,0,60,680,684,3700,2
673,48295,14000,14000,6.03%,36 months,debt_consolidation,14.67%,CA,RENT,7500,745-749,12,16648,0,10+ years,6,14,1,11,A,9,0,36,745,749,7500,11
674,46245,23500,23450,14.65%,36 months,debt_consolidation,19.48%,CA,RENT,4000,685-689,7,20542,0,n/a,14,19,1,n/a,A,14,0,36,685,689,4000,-1
675,13454,2500,2500,15.95%,36 months,major_purchase,24.07%,CA,MORTGAGE,1500,665-669,10,2684,3,1 year,15,24,5,1,Z,17,1,36,665,669,1500,1
676,16524,2000,2000,6.17%,36 months,major_purchase,2.63%,CA,RENT,1600,745-749,9,736,0,3 years,6,2,5,3,A,9,0,36,745,749,1600,3
677,92631,24000,23925,16.29%,60 months,credit_card,11.77%,NJ,MORTGAGE,7800,675-679,11,20676,3,2 years,16,11,2,2,Z,15,1,60,675,679,7800,2
678,14193,12800,12800,11.49%,60 months,debt_consolidation,6.72%,CT,MORTGAGE,4166.67,725-729,7,11992,1,1 year,11,6,1,1,B,10,1,60,725,729,4166.67,1
679,51829,8000,8000,7.90%,36 months,wedding,21.58%,CA,RENT,5166.67,725-729,5,0,0,1 year,7,21,0,1,A,10,0,36,725,729,5166.67,1
680,31000,3000,3000,9.99%,36 months,credit_card,21.30%,MO,OWN,2333.33,710-714,10,3168,1,1 year,9,21,2,1,B,12,1,36,710,714,2333.33,1
681,86532,7000,7000,7.90%,36 months,credit_card,1.41%,FL,RENT,12500,725-729,4,5093,0,7 years,7,1,2,7,A,10,0,36,725,729,12500,7
682,8102,18000,17975,13.48%,36 months,credit_card,6.24%,IL,MORTGAGE,8333.33,690-694,13,14838,0,10+ years,13,6,2,11,A,14,1,36,690,694,8333.33,11
683,3112,9000,5975,14.11%,36 months,debt_consolidation,8.21%,CA,MORTGAGE,4167,670-674,7,19696,1,3 years,14,8,1,3,B,16,1,36,670,674,4167,3
684,31448,11000,11000,10.99%,36 months,debt_consolidation,4.26%,SC,MORTGAGE,6666.67,695-699,11,4124,0,4 years,10,4,1,4,A,14,1,36,695,699,6666.67,4
685,51408,6000,6000,7.90%,36 months,major_purchase,14.99%,IL,RENT,4416.67,720-724,10,2928,0,2 years,7,14,5,2,A,11,0,36,720,724,4416.67,2
686,6646,6500,6475,7.74%,36 months,debt_consolidation,18%,NH,RENT,1500,785-789,5,2816,0,2 years,7,18,1,2,A,8,0,36,785,789,1500,2
687,87572,19500,19500,18.49%,36 months,credit_card,9.79%,MD,RENT,10000,675-679,16,14957,1,2 years,18,9,2,2,B,15,0,36,675,679,10000,2
688,33225,16000,16000,17.27%,60 months,major_purchase,19.26%,MD,RENT,7000,695-699,7,5231,1,10+ years,17,19,5,11,B,14,0,60,695,699,7000,11
689,93794,18000,17950,14.33%,60 months,debt_consolidation,13.98%,KS,MORTGAGE,12916.67,685-689,11,14890,2,10+ years,14,13,1,11,C,14,1,60,685,689,12916.67,11
690,54455,30000,29975,23.33%,60 months,debt_consolidation,17.39%,FL,MORTGAGE,7083.33,665-669,21,56145,1,10+ years,23,17,1,11,B,17,1,60,665,669,7083.33,11
691,93742,10000,10000,14.09%,36 months,debt_consolidation,5.82%,LA,RENT,8750,660-664,14,11394,0,3 years,14,5,1,3,A,18,0,36,660,664,8750,3
692,12860,16000,15900,15.58%,60 months,debt_consolidation,12.86%,WA,MORTGAGE,5427.42,700-704,11,19407,1,5 years,15,12,1,5,B,13,1,60,700,704,5427.42,5
693,41993,35000,35000,17.58%,36 months,debt_consolidation,11.80%,MA,MORTGAGE,13333.33,690-694,12,21393,1,10+ years,17,11,1,11,B,14,1,36,690,694,13333.33,11
694,18447,8000,8000,13.72%,36 months,wedding,9.67%,TX,RENT,7758.33,665-669,6,12110,1,2 years,13,9,0,2,B,17,0,36,665,669,7758.33,2
695,71782,14500,14500,13.11%,36 months,debt_consolidation,28.29%,WA,MORTGAGE,5988.67,700-704,12,18020,2,10+ years,13,28,1,11,C,13,1,36,700,704,5988.67,11
696,7789,12000,11925,10.62%,36 months,other,19.02%,VA,RENT,5000,720-724,9,11779,0,1 year,10,19,3,1,A,11,0,36,720,724,5000,1
697,19675,4500,4500,13.43%,36 months,car,1.23%,CA,RENT,11500,670-674,5,1847,1,1 year,13,1,0,1,B,16,0,36,670,674,11500,1
698,5858,16500,16350,11.83%,36 months,debt_consolidation,17.44%,TX,RENT,4810.08,725-729,7,24351,1,3 years,11,17,1,3,B,10,0,36,725,729,4810.08,3
699,43307,10000,10000,9.91%,36 months,debt_consolidation,14.32%,MN,MORTGAGE,3666.67,705-709,9,17161,0,1 year,9,14,1,1,A,12,1,36,705,709,3666.67,1
700,88490,35000,35000,19.05%,60 months,credit_card,13.40%,CA,MORTGAGE,9166.67,690-694,7,26633,0,1 year,19,13,2,1,A,14,1,60,690,694,9166.67,1
701,101891,21000,6165.31,11.09%,36 months,home_improvement,21.28%,CA,OWN,18333.33,745-749,31,270800,5,2 years,11,21,4,2,Z,9,1,36,745,749,18333.33,2
702,102234,8400,6725,15.45%,36 months,debt_consolidation,15.71%,MD,RENT,7083.33,640-644,7,14578,3,< 1 year,15,15,1,0,Z,15,0,36,640,644,7083.33,0
703,65443,6000,6000,7.90%,36 months,credit_card,9.31%,TX,OWN,1750,705-709,14,5056,0,6 years,7,9,2,6,A,12,1,36,705,709,1750,6
704,47597,12000,12000,19.22%,36 months,debt_consolidation,14.62%,CT,OWN,4166.67,665-669,3,6309,0,6 years,19,14,1,6,A,17,1,36,665,669,4166.67,6
705,30397,12100,12100,16.89%,36 months,small_business,11.16%,TX,MORTGAGE,6166.67,665-669,5,2081,0,4 years,16,11,0,4,A,17,1,36,665,669,6166.67,4
706,92868,25000,25000,14.09%,36 months,home_improvement,4.79%,MD,MORTGAGE,6833.33,675-679,5,8811,0,8 years,14,4,4,8,A,15,1,36,675,679,6833.33,8
707,89683,16000,15925,6.03%,36 months,debt_consolidation,14.48%,CA,MORTGAGE,7333.33,780-784,11,71838,1,10+ years,6,14,1,11,B,7,1,36,780,784,7333.33,11
708,48006,27000,27000,18.25%,36 months,home_improvement,22.32%,SC,MORTGAGE,8583.33,690-694,9,6658,1,8 years,18,22,4,8,B,14,1,36,690,694,8583.33,8
709,66892,12250,12250,18.75%,36 months,debt_consolidation,17.21%,LA,OWN,2916.67,665-669,7,10523,0,7 years,18,17,1,7,A,17,1,36,665,669,2916.67,7
710,79618,10000,10000,17.77%,36 months,debt_consolidation,22.60%,AZ,RENT,2500,665-669,12,12938,2,4 years,17,22,1,4,C,17,0,36,665,669,2500,4
711,55180,9175,9175,13.67%,36 months,credit_card,19.43%,IL,MORTGAGE,7083.33,675-679,8,25639,0,8 years,13,19,2,8,A,15,1,36,675,679,7083.33,8
712,75159,14075,14075,15.31%,36 months,debt_consolidation,25.70%,VA,OWN,4000,680-684,13,11907,2,5 years,15,25,1,5,C,15,1,36,680,684,4000,5
713,48624,13100,13100,18.55%,36 months,debt_consolidation,23.24%,NY,RENT,7968.75,660-664,19,19607,1,10+ years,18,23,1,11,B,18,0,36,660,664,7968.75,11
714,75022,14675,14675,8.90%,36 months,debt_consolidation,14.95%,NY,MORTGAGE,4000,715-719,6,12764,0,7 years,8,14,1,7,A,11,1,36,715,719,4000,7
715,5733,5000,4900,11.14%,36 months,major_purchase,2.84%,FL,RENT,3200,710-714,6,2650,2,3 years,11,2,5,3,C,12,0,36,710,714,3200,3
716,92795,18000,18000,13.11%,36 months,debt_consolidation,26.54%,OR,MORTGAGE,4166.67,670-674,11,16680,0,10+ years,13,26,1,11,A,16,1,36,670,674,4166.67,11
717,94514,12000,12000,7.62%,36 months,debt_consolidation,15.10%,CO,RENT,5666.67,775-779,7,12094,0,10+ years,7,15,1,11,A,8,0,36,775,779,5666.67,11
718,83906,19400,19400,14.33%,36 months,debt_consolidation,16.15%,MA,MORTGAGE,4583.33,680-684,12,12434,0,7 years,14,16,1,7,A,15,1,36,680,684,4583.33,7
719,93318,18000,18000,12.12%,36 months,debt_consolidation,19.29%,IL,RENT,3333.33,665-669,15,26573,0,10+ years,12,19,1,11,A,17,0,36,665,669,3333.33,11
720,62203,12000,12000,17.77%,36 months,debt_consolidation,9.84%,NY,MORTGAGE,7500,665-669,11,15866,0,7 years,17,9,1,7,A,17,1,36,665,669,7500,7
721,60969,8000,8000,13.11%,36 months,debt_consolidation,26.11%,MN,MORTGAGE,4166.67,675-679,15,11500,0,< 1 year,13,26,1,0,A,15,1,36,675,679,4166.67,0
722,94593,23750,23750,19.72%,60 months,debt_consolidation,14.22%,CT,RENT,8333.33,710-714,12,10549,3,2 years,19,14,1,2,Z,12,0,60,710,714,8333.33,2
723,12932,7500,7475,15.58%,36 months,debt_consolidation,10.74%,VA,MORTGAGE,5000,695-699,8,8257,0,2 years,15,10,1,2,A,14,1,36,695,699,5000,2
724,37813,5500,5500,12.69%,36 months,debt_consolidation,21.24%,OH,RENT,1666.67,680-684,7,5056,1,< 1 year,12,21,1,0,B,15,0,36,680,684,1666.67,0
725,70028,16950,16950,17.27%,60 months,debt_consolidation,26.62%,OK,MORTGAGE,3583.33,710-714,7,12588,3,10+ years,17,26,1,11,Z,12,1,60,710,714,3583.33,11
726,80138,3000,2950,11.14%,36 months,major_purchase,27.74%,VA,MORTGAGE,4333.33,715-719,6,6346,0,5 years,11,27,5,5,A,11,1,36,715,719,4333.33,5
727,26033,1600,1600,13.49%,36 months,debt_consolidation,12.10%,CA,RENT,3200,670-674,5,1214,0,6 years,13,12,1,6,A,16,0,36,670,674,3200,6
728,26950,6000,6000,7.49%,36 months,home_improvement,14.66%,NC,MORTGAGE,5833.33,715-719,12,7961,0,9 years,7,14,4,9,A,11,1,36,715,719,5833.33,9
729,86660,7350,7350,12.12%,36 months,debt_consolidation,19.85%,CA,OWN,3355.05,695-699,19,11626,3,10+ years,12,19,1,11,Z,14,1,36,695,699,3355.05,11
730,97487,12825,12825,17.77%,36 months,debt_consolidation,24.41%,CA,MORTGAGE,3416.67,670-674,15,8539,1,10+ years,17,24,1,11,B,16,1,36,670,674,3416.67,11
731,88522,24000,23975,21.00%,60 months,debt_consolidation,23.69%,OK,MORTGAGE,6500,685-689,17,36555,3,6 years,21,23,1,6,Z,14,1,60,685,689,6500,6
732,64166,10000,10000,18.49%,60 months,debt_consolidation,16.47%,FL,RENT,4104.67,695-699,5,7597,0,5 years,18,16,1,5,A,14,0,60,695,699,4104.67,5
733,68487,5500,5500,14.33%,36 months,debt_consolidation,27.83%,WV,OWN,1541.67,675-679,5,10481,1,n/a,14,27,1,n/a,B,15,1,36,675,679,1541.67,-1
734,15014,17500,17500,14.72%,36 months,debt_consolidation,9.30%,CA,RENT,9519.75,695-699,9,31279,0,10+ years,14,9,1,11,A,14,0,36,695,699,9519.75,11
735,98373,10000,10000,13.11%,36 months,credit_card,19.01%,OH,MORTGAGE,7500,680-684,11,14426,1,9 years,13,19,2,9,B,15,1,36,680,684,7500,9
736,17664,20000,16275,6.17%,36 months,debt_consolidation,12.27%,MD,MORTGAGE,8083.33,770-774,13,29813,1,10+ years,6,12,1,11,B,6,1,36,770,774,8083.33,11
737,31943,11600,11600,6.99%,36 months,debt_consolidation,8.62%,CA,RENT,5833.33,735-739,8,2671,1,< 1 year,6,8,1,0,B,9,0,36,735,739,5833.33,0
738,29365,12000,12000,13.99%,60 months,debt_consolidation,12.98%,CT,RENT,4166.67,715-719,8,2316,1,3 years,13,12,1,3,B,11,0,60,715,719,4166.67,3
739,1800,13000,6770.1,11.26%,36 months,small_business,14.05%,CA,MORTGAGE,7666.67,720-724,8,9551,0,9 years,11,14,0,9,A,11,1,36,720,724,7666.67,9
740,57003,8575,8550,17.27%,36 months,debt_consolidation,9.84%,NY,RENT,2500,665-669,6,8807,2,7 years,17,9,1,7,C,17,0,36,665,669,2500,7
741,66296,6100,6100,14.09%,36 months,credit_card,9.51%,LA,RENT,6666.67,685-689,10,5665,2,2 years,14,9,2,2,C,14,0,36,685,689,6666.67,2
742,49473,14000,14000,15.31%,36 months,credit_card,14.26%,PA,MORTGAGE,5000,680-684,5,11249,2,10+ years,15,14,2,11,C,15,1,36,680,684,5000,11
743,92016,10500,10500,14.33%,36 months,debt_consolidation,19.55%,FL,MORTGAGE,5666.67,670-674,7,11301,0,10+ years,14,19,1,11,A,16,1,36,670,674,5666.67,11
744,82922,19600,19525,21.49%,60 months,small_business,9.76%,CA,RENT,4170,675-679,8,11669,0,4 years,21,9,0,4,A,15,0,60,675,679,4170,4
745,98272,15000,15000,15.80%,36 months,credit_card,10.27%,NV,RENT,3333.33,670-674,11,10108,0,4 years,15,10,2,4,A,16,0,36,670,674,3333.33,4
746,94925,8000,8000,17.27%,36 months,other,5.28%,AZ,MORTGAGE,5833.33,725-729,11,12484,1,10+ years,17,5,3,11,B,10,1,36,725,729,5833.33,11
747,70905,20000,20000,21.49%,36 months,debt_consolidation,27.47%,TX,MORTGAGE,7750,660-664,15,26976,0,2 years,21,27,1,2,A,18,1,36,660,664,7750,2
748,6723,11000,10969.64,12.53%,36 months,debt_consolidation,18.89%,IL,RENT,3500,700-704,6,6811,1,2 years,12,18,1,2,B,13,0,36,700,704,3500,2
749,102775,6000,5905.66,17.90%,36 months,credit_card,6.60%,MI,RENT,4166.67,675-679,5,3433,1,2 years,17,6,2,2,B,15,0,36,675,679,4166.67,2
750,84633,12000,12000,11.14%,36 months,debt_consolidation,3.11%,CA,MORTGAGE,10833.33,705-709,12,11941,0,2 years,11,3,1,2,A,12,1,36,705,709,10833.33,2
751,58263,17000,17000,13.11%,36 months,debt_consolidation,16.92%,CA,RENT,5083.33,690-694,10,8890,0,7 years,13,16,1,7,A,14,0,36,690,694,5083.33,7
752,69300,6250,6250,7.90%,36 months,debt_consolidation,8.45%,IL,RENT,1916.67,720-724,6,3295,0,1 year,7,8,1,1,A,11,0,36,720,724,1916.67,1
753,76916,27825,27825,23.76%,60 months,debt_consolidation,12.86%,CA,RENT,6250,665-669,16,27093,1,4 years,23,12,1,4,B,17,0,60,665,669,6250,4
754,97076,30000,30000,15.31%,36 months,debt_consolidation,15.42%,NJ,RENT,8333.33,680-684,21,29060,1,8 years,15,15,1,8,B,15,0,36,680,684,8333.33,8
755,2746,4200,3969.9,14.11%,36 months,home_improvement,4.62%,OH,MORTGAGE,1558.42,675-679,6,2255,1,< 1 year,14,4,4,0,B,15,1,36,675,679,1558.42,0
756,95637,3800,3800,21.98%,36 months,small_business,8.31%,CA,RENT,4333.33,680-684,6,4843,2,7 years,21,8,0,7,C,15,0,36,680,684,4333.33,7
757,53567,2000,2000,15.31%,36 months,moving,21.43%,NC,RENT,2766.67,670-674,5,2162,3,< 1 year,15,21,0,0,Z,16,0,36,670,674,2766.67,0
758,77867,6000,6000,14.09%,36 months,debt_consolidation,24.25%,AZ,RENT,4000,680-684,12,24934,1,10+ years,14,24,1,11,B,15,0,36,680,684,4000,11
759,65121,21000,21000,19.05%,60 months,debt_consolidation,16.24%,TX,RENT,8416.67,685-689,8,8764,2,5 years,19,16,1,5,C,14,0,60,685,689,8416.67,5
760,41900,2500,2500,13.49%,36 months,credit_card,6.24%,NY,RENT,5416.67,680-684,8,15373,0,6 years,13,6,2,6,A,15,0,36,680,684,5416.67,6
761,33269,2400,2400,16.77%,36 months,other,17%,WA,RENT,2700,690-694,3,3418,1,3 years,16,17,3,3,B,14,0,36,690,694,2700,3
762,48581,13000,13000,10.74%,36 months,credit_card,15.46%,CA,RENT,2166.67,720-724,4,11101,0,3 years,10,15,2,3,A,11,0,36,720,724,2166.67,3
763,52893,4800,4800,14.65%,36 months,credit_card,13.90%,HI,RENT,5000,665-669,8,7391,0,2 years,14,13,2,2,A,17,0,36,665,669,5000,2
764,36929,17475,17475,9.91%,36 months,credit_card,17.76%,NJ,RENT,3333.33,730-734,15,17261,1,2 years,9,17,2,2,B,9,0,36,730,734,3333.33,2
765,57431,16450,16400,21.97%,60 months,debt_consolidation,25.59%,PA,MORTGAGE,2833.33,670-674,23,12670,2,5 years,21,25,1,5,C,16,1,60,670,674,2833.33,5
